Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,2883,105.44,0,396,120,169,270,9
2,2338,98.44,0,400,80,138,286,9
3,4655,97.88,8,360,140,151,252,9
4,2077,95.55,8,356,80,148,274,9
5,2826,94.66,88,324,80,54,324,9
6,2169,88.55,0,336,80,125,262,9
7,3277,84.0,28,280,100,110,256,9
8,2062,83.88,24,260,120,87,270,9
9,3418,80.88,16,276,120,110,212,9
10,5148,73.66,0,204,180,77,208,9
11,1732,72.88,0,264,80,106,206,9
12,2506,71.22,4,116,240,99,182,9
13,706,71.11,0,200,80,136,230,9
14,269,70.77,20,176,120,119,208,9
15,4786,70.66,20,152,120,152,198,9
16,2526,70.22,0,172,160,150,168,9
17,3081,68.66,8,212,120,96,194,9
18,4804,67.22,0,224,160,79,154,9
19,1714,67.11,4,148,120,170,162,9
20,2470,65.0,0,196,120,93,188,9
21,2202,64.11,12,184,120,61,200,9
22,93,63.77,0,140,120,192,122,9
23,537,63.77,0,176,40,156,208,9
24,4011,63.11,0,192,80,84,224,9
25,967,63.0,0,200,80,99,200,9
26,4174,61.11,0,132,160,142,122,9
27,3298,60.22,20,148,80,124,170,9
28,3102,59.77,4,136,120,108,182,9
29,279,59.44,0,104,120,85,226,9
30,3206,59.22,8,192,40,111,194,9
31,5096,58.22,0,172,80,116,156,9
32,4021,58.11,0,148,120,123,162,9
33,4624,58.0,4,168,80,112,158,9
34,5595,57.88,8,140,120,85,168,9
35,1091,57.77,4,168,120,60,174,9
36,2530,56.77,4,180,40,141,158,9
37,2194,56.66,4,212,40,102,176,9
38,3596,55.22,0,200,80,83,176,9
39,1675,54.88,0,176,80,94,156,9
40,3692,54.22,0,184,40,88,188,9
41,3381,54.11,0,100,160,131,108,9
42,3734,53.66,0,156,100,91,142,9
43,81,52.88,20,136,120,72,152,9
44,1781,52.33,0,144,80,115,138,9
45,3352,50.33,20,144,40,115,140,9
46,3278,49.33,4,176,0,80,184,9
47,2709,49.22,0,92,80,103,174,9
48,167,48.55,0,144,40,101,158,9
49,5586,48.11,20,112,60,107,140,9
50,1716,46.0,0,104,80,84,152,9
51,3197,45.0,0,128,60,99,144,9
52,1306,43.44,0,124,0,127,158,9
53,4296,41.11,0,124,0,118,128,9
54,930,41.11,0,112,0,130,158,9
55,2830,39.77,0,96,80,98,96,9
56,4247,38.11,0,80,80,81,152,9
57,4818,38.11,8,104,0,71,184,9
58,1259,34.66,0,104,0,110,98,9
59,5552,34.22,4,100,0,72,152,9
60,4531,22.33,0,56,0,73,78,9
