Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,3130,95.66,8,324,280,47,208,9
2,525,92.22,6,388,120,58,282,9
3,5172,77.66,0,224,200,81,206,9
4,4623,75.22,24,180,240,95,162,9
5,4859,70.55,20,132,280,85,124,9
6,4624,68.55,12,148,240,109,138,9
7,2512,67.55,160,108,160,40,146,9
8,5638,67.11,8,144,240,84,128,9
9,27,64.33,0,196,160,107,140,9
10,2501,62.77,0,172,160,73,178,9
11,876,60.44,8,196,160,82,146,9
12,5232,59.88,0,164,120,91,182,9
13,3055,58.33,4,128,180,61,164,9
14,3883,57.11,6,84,200,90,134,9
15,5290,56.33,4,100,160,131,118,9
16,4674,55.55,8,100,200,74,118,9
17,5148,54.66,4,112,160,94,122,9
18,3750,54.22,20,120,200,42,160,9
19,3267,53.0,0,144,160,49,148,9
20,2705,52.33,0,108,120,133,128,9
21,4215,51.0,0,92,220,65,106,9
22,2500,50.88,20,116,160,44,130,9
23,4741,50.11,0,108,160,67,116,9
24,3298,49.33,20,128,120,56,126,9
25,4238,49.0,20,76,200,62,96,9
26,3723,48.33,36,120,160,61,98,9
27,2175,47.44,12,136,120,67,110,9
28,2509,46.55,4,88,120,91,122,9
29,2846,46.22,10,76,200,34,120,9
30,2169,46.22,0,44,200,68,104,9
31,2574,44.88,0,108,160,36,134,9
32,4480,44.88,0,72,120,120,104,9
33,4786,44.55,0,92,0,175,146,9
34,3212,44.33,0,112,120,53,130,9
35,3381,44.33,0,108,80,99,118,9
36,2502,43.22,0,100,120,67,132,9
37,3754,42.11,0,68,80,123,120,9
38,5348,41.55,0,60,200,48,72,9
39,4166,41.55,0,108,160,28,130,9
40,4506,41.44,26,88,120,61,82,9
41,4657,41.22,20,120,80,61,114,9
42,4182,40.88,20,16,200,42,102,9
43,4656,40.55,4,80,120,63,104,9
44,5720,39.44,0,20,160,101,86,9
45,3926,39.22,0,44,220,57,74,9
46,2491,39.22,6,84,120,65,90,9
47,2479,38.66,20,60,120,66,102,9
48,2518,38.55,20,60,80,67,132,9
49,2847,38.44,20,64,80,84,104,9
50,3297,38.22,0,68,60,114,110,9
51,5464,36.22,0,56,160,82,68,9
52,3054,35.88,0,32,120,79,98,9
53,2532,35.33,0,40,120,84,74,9
54,3026,35.22,30,40,80,87,96,9
55,3633,34.44,20,40,120,58,94,9
56,4671,33.0,0,64,40,121,78,9
57,877,32.88,20,20,120,64,90,9
58,4207,30.11,4,48,20,114,102,9
59,4226,29.66,0,64,60,37,112,9
60,4531,23.55,0,0,120,75,38,9
