Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,254,200.4,200,836,280,166,522,10
2,1678,168.3,180,648,240,191,424,10
3,2085,129.5,28,580,140,183,364,10
4,971,119.0,20,604,80,72,414,10
5,368,112.0,60,488,160,82,330,10
6,670,104.6,40,348,240,140,278,10
7,1280,103.8,20,372,200,126,320,10
8,846,97.0,20,372,200,108,294,10
9,581,93.6,20,352,140,140,284,10
10,2643,92.2,30,260,280,142,210,10
11,114,85.3,44,316,160,81,258,10
12,4255,80.1,40,256,40,241,230,10
13,1351,79.7,4,284,160,127,222,10
14,668,78.4,20,272,120,180,204,10
15,3482,76.8,20,252,160,124,224,10
16,5737,75.6,24,148,280,88,216,10
17,192,75.0,4,208,40,320,184,10
18,1868,74.7,20,252,120,97,258,10
19,2135,74.2,20,252,160,78,232,10
20,5499,74.2,44,252,120,150,176,10
21,4159,71.4,24,252,120,128,202,10
22,2813,70.5,20,188,200,107,190,10
23,2144,70.1,20,172,240,101,174,10
24,4186,69.9,28,164,160,119,228,10
25,604,69.0,14,200,160,125,198,10
26,256,67.2,20,164,200,94,212,10
27,1072,66.8,0,260,120,52,242,10
28,3256,66.1,20,168,120,83,282,10
29,649,65.8,40,236,80,108,194,10
30,2035,65.2,4,192,60,220,188,10
31,1662,64.5,4,184,160,89,208,10
32,115,63.9,0,220,120,91,214,10
33,5677,63.4,20,172,140,124,196,10
34,5171,62.7,4,164,160,119,180,10
35,852,61.7,0,168,160,105,184,10
36,2367,61.4,20,240,40,72,254,10
37,766,59.9,26,168,100,91,226,10
38,3880,59.5,0,168,120,107,200,10
39,1967,59.1,4,164,160,53,216,10
40,2489,58.8,20,120,160,106,182,10
41,840,58.1,44,208,40,91,204,10
42,5728,56.6,0,120,160,110,188,10
43,1700,56.5,48,204,40,91,182,10
44,5700,56.0,20,152,160,98,130,10
45,5104,55.9,20,200,40,131,168,10
46,2854,55.7,20,148,120,79,202,10
47,751,55.1,24,196,40,125,172,10
48,4990,53.6,8,108,120,164,136,10
49,4904,53.4,0,128,180,94,132,10
50,2473,48.6,4,128,120,115,126,10
51,4765,48.2,32,144,40,96,170,10
52,4171,44.2,20,176,40,36,170,10
53,8,42.6,0,84,120,72,150,10
54,4047,38.3,0,144,0,79,172,10
55,5027,37.3,0,112,40,88,140,10
56,5026,33.2,4,36,80,112,124,10
57,5760,0.0,0,0,0,0,0,10
