Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1986,117.0,160,480,260,164,340,12
2,1658,107.75,0,576,180,169,386,12
3,4256,102.0,30,340,320,190,344,12
4,4500,98.08,4,396,280,183,314,12
5,2783,95.16,58,268,320,220,282,12
6,1208,92.75,0,336,200,257,320,12
7,3284,89.16,8,360,240,180,288,12
8,5479,80.83,30,328,120,206,286,12
9,1094,78.66,0,268,240,168,268,12
10,5492,74.91,34,260,200,187,224,12
11,4196,74.58,8,268,240,111,274,12
12,4154,72.33,24,260,160,162,274,12
13,1706,71.08,40,196,160,197,260,12
14,4329,70.91,0,228,280,107,242,12
15,931,70.91,36,240,220,145,216,12
16,5176,69.41,4,212,240,163,220,12
17,5758,68.08,0,228,280,141,186,12
18,4330,66.83,4,156,280,160,208,12
19,5326,65.91,28,224,80,229,242,12
20,2838,65.33,30,192,200,114,254,12
21,3330,65.0,50,232,180,126,198,12
22,1985,63.33,20,152,260,118,210,12
23,1329,63.25,4,180,240,157,178,12
24,2408,61.0,20,208,200,122,188,12
25,3868,59.91,0,200,200,101,224,12
26,4187,58.58,20,120,180,175,214,12
27,4356,57.08,20,172,220,85,194,12
28,1178,55.83,16,156,180,102,234,12
29,1288,55.41,20,172,140,93,252,12
30,3885,54.16,6,152,180,164,154,12
31,3397,54.16,0,196,160,132,174,12
32,4232,53.66,20,172,120,126,206,12
33,5060,53.16,20,160,140,100,218,12
34,5147,52.16,4,104,240,86,198,12
35,4931,50.16,0,164,140,98,212,12
36,4231,48.91,0,104,200,133,150,12
37,4600,48.5,0,148,140,136,174,12
38,4331,47.58,0,156,160,117,156,12
39,4246,45.16,0,112,160,58,224,12
40,1444,42.0,0,156,80,64,214,12
41,2978,41.0,4,120,160,90,152,12
42,4404,40.75,26,72,120,127,156,12
43,5583,39.58,20,112,100,87,162,12
