Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,744,88.9,6,196,320,187,192,10
2,179,70.4,0,168,280,100,168,10
3,1592,69.8,20,216,160,90,212,10
4,348,69.2,10,112,360,132,108,10
5,3242,68.3,0,100,200,233,150,10
6,263,68.0,20,204,160,146,168,10
7,4471,66.5,4,84,320,103,160,10
8,1065,63.5,14,232,160,71,194,10
9,2234,63.3,26,204,200,53,162,10
10,3502,62.9,0,128,240,101,178,10
11,2383,62.0,100,80,240,70,148,10
12,59,60.8,0,132,240,114,152,10
13,5283,60.8,0,128,240,86,160,10
14,5243,57.3,32,64,280,111,98,10
15,192,57.1,0,128,240,91,124,10
16,5410,56.1,0,104,200,131,144,10
17,3410,53.8,0,120,200,94,136,10
18,386,53.7,0,88,200,141,126,10
19,2641,53.2,20,84,240,120,98,10
20,4592,52.4,6,88,280,68,94,10
21,4013,52.0,6,72,240,106,132,10
22,3164,51.8,6,88,240,74,110,10
23,2016,51.2,0,40,280,92,112,10
24,3992,49.9,0,56,280,75,100,10
25,1649,48.8,0,44,240,122,94,10
26,612,48.6,20,112,120,130,116,10
27,4516,47.6,0,88,200,68,138,10
28,87,46.9,10,48,240,87,102,10
29,5329,46.3,20,56,120,189,96,10
30,108,46.1,24,108,120,115,124,10
31,1622,45.5,6,48,240,91,102,10
32,1523,45.2,4,92,160,114,112,10
33,3653,44.7,0,76,200,67,116,10
34,5196,44.3,6,80,200,53,128,10
35,5472,43.9,4,32,240,53,128,10
36,180,43.3,0,52,200,77,110,10
37,21,42.9,32,80,160,81,94,10
38,1251,42.8,10,32,240,84,92,10
39,125,42.6,0,68,160,82,134,10
40,159,41.7,16,64,120,129,120,10
41,5557,40.3,4,84,120,111,108,10
42,4953,40.3,4,116,80,103,106,10
43,714,39.9,20,36,160,67,134,10
44,5655,38.6,0,84,160,61,100,10
45,3932,38.2,0,44,200,95,72,10
46,2152,37.3,6,28,200,63,82,10
47,4517,37.0,0,48,80,118,130,10
48,4562,34.7,0,84,120,54,118,10
49,3233,30.1,0,20,120,87,74,10
50,5591,28.0,0,64,80,48,100,10
