2014onnb_0,Regional Chairman's Award,frc1305,
2014onnb_1,Regional Winner,frc188,
2014onnb_1,Regional Winner,frc610,
2014onnb_1,Regional Winner,frc4914,
2014onnb_10,Rookie All Star Award,frc4946,
2014onnb_11,Gracious Professionalism Award sponsored by Johnson & Johnson,frc3571,
2014onnb_13,Judges Award,frc5035,
2014onnb_14,Highest Rookie Seed Award,frc4946,
2014onnb_15,Rookie Inspiration Award,frc4914,
2014onnb_16,Industrial Design Award sponsored by General Motors,frc188,
2014onnb_17,Quality Award sponsored by Motorola,frc2013,
2014onnb_18,Industrial Safety Award sponsored by Underwriters Laboratories,frc1305,
2014onnb_2,Regional Finalist,frc4069,
2014onnb_2,Regional Finalist,frc4476,
2014onnb_2,Regional Finalist,frc5191,
2014onnb_20,Creativity Award sponsored by Xerox,frc4946,
2014onnb_21,Excellence in Engineering Award sponsored by Delphi,frc610,
2014onnb_22,Entrepreneurship Award sponsored by Kleiner Perkins Caufield and Byers,frc1334,
2014onnb_27,Imagery Award in honor of Jack Kamen,frc2386,
2014onnb_29,Innovation in Control Award sponsored by Rockwell Automation,frc2200,
2014onnb_3,Woodie Flowers Finalist Award,frc1334,Pat Decker
2014onnb_30,Team Spirit Award sponsored by Chrysler,frc2200,
2014onnb_4,FIRST Dean's List Finalist,frc1305,Alex Churcher
2014onnb_4,FIRST Dean's List Finalist,frc4069,Joey Lindon
2014onnb_5,Volunteer of the Year,frc1305,Brad Stenning
2014onnb_5,Volunteer of the Year,frc1305,Nancy Dewar-Stenning
2014onnb_9,Engineering Inspiration,frc772,
