Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,5254,125.27,0,568,280,158,402,11
2,1126,116.63,40,508,160,173,402,11
3,1507,108.27,126,368,240,161,308,11
4,5030,107.72,0,436,320,133,302,11
5,3003,102.45,100,388,200,133,330,11
6,2228,102.45,0,416,200,157,360,11
7,578,96.54,20,356,240,96,356,11
8,4039,91.9,0,468,40,133,382,11
9,1511,91.54,0,380,160,195,272,11
10,340,91.45,0,420,200,136,268,11
11,1405,91.09,24,276,320,116,278,11
12,3015,90.18,40,376,120,150,306,11
13,4505,88.27,20,284,320,105,242,11
14,3838,86.72,28,304,280,144,210,11
15,1559,86.72,20,308,280,124,234,11
16,378,85.63,6,292,240,160,250,11
17,3157,84.81,0,252,360,123,222,11
18,3173,84.18,20,292,280,120,244,11
19,5590,84.09,0,316,280,127,220,11
20,2791,83.0,0,276,160,179,316,11
21,250,82.54,20,208,320,158,202,11
22,1660,78.72,0,308,200,92,266,11
23,3951,77.72,26,248,240,87,254,11
24,191,77.54,6,264,200,127,268,11
25,1518,74.45,20,288,160,133,230,11
26,3044,74.27,0,272,200,109,242,11
27,3799,72.27,20,264,200,107,216,11
28,20,71.9,20,300,120,129,234,11
29,1155,71.81,0,180,360,76,186,11
30,1551,71.81,0,296,160,74,266,11
31,2265,71.63,0,220,280,98,220,11
32,174,70.54,20,260,200,86,216,11
33,4093,69.0,40,180,280,63,196,11
34,395,68.81,20,232,240,93,190,11
35,1585,66.09,0,228,160,143,208,11
36,3181,65.0,4,224,200,89,216,11
37,1765,63.72,40,208,160,113,198,11
38,1450,63.18,10,140,280,99,184,11
39,1591,62.63,0,232,120,115,234,11
40,743,62.18,6,192,200,86,212,11
41,5349,60.18,20,156,160,152,198,11
42,2809,59.45,4,224,160,88,178,11
43,2340,55.9,0,204,160,95,168,11
44,73,55.0,0,180,160,99,172,11
45,5433,54.45,0,176,200,89,140,11
