Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,2468,108.5,0,556,200,202,386,12
2,3310,103.58,0,556,160,119,414,12
3,4403,99.16,0,392,200,292,330,12
4,3481,91.08,0,316,360,129,294,12
5,418,91.0,4,408,160,254,284,12
6,2158,84.83,0,204,280,238,296,12
7,1817,84.25,0,344,200,153,332,12
8,2410,79.5,4,344,240,132,258,12
9,4063,78.08,0,320,280,183,190,12
10,3005,73.33,0,328,120,168,288,12
11,2164,73.33,0,276,120,148,336,12
12,3626,72.91,0,276,240,157,208,12
13,4301,71.08,20,252,200,161,226,12
14,4153,70.75,10,256,200,143,246,12
15,2848,69.83,0,280,160,194,222,12
16,5454,69.75,0,252,200,181,222,12
17,4300,67.75,6,224,80,231,284,12
18,4852,67.66,0,252,160,172,234,12
19,3417,63.0,14,236,160,172,210,12
20,5613,62.66,0,248,120,172,230,12
21,2657,62.16,0,192,160,164,242,12
22,3043,62.08,6,224,160,139,222,12
23,3735,61.75,0,224,160,175,212,12
24,4717,61.41,4,180,240,173,170,12
25,4364,60.66,0,224,120,174,226,12
26,5771,60.5,0,224,160,140,214,12
27,3545,59.5,4,224,80,184,240,12
28,2815,58.08,10,172,120,225,182,12
29,647,57.08,0,160,200,167,182,12
30,4694,56.91,6,196,160,109,224,12
31,5417,53.83,4,252,80,126,190,12
32,3666,53.66,0,188,200,128,156,12
33,1164,53.0,0,220,120,126,182,12
34,5320,51.66,0,176,120,156,192,12
35,4842,51.33,0,168,80,154,220,12
36,4799,49.91,0,132,120,107,240,12
37,4570,48.58,10,148,160,117,170,12
38,5783,48.41,4,128,200,111,150,12
39,1745,47.83,4,168,200,66,160,12
40,5780,47.16,0,84,160,168,166,12
41,3366,46.91,0,184,80,133,184,12
42,5212,44.41,4,140,120,115,166,12
43,4734,43.58,0,128,80,109,212,12
44,4798,42.66,0,116,80,144,190,12
