Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1114,165.9,140,760,80,231,460,10
2,2056,141.2,184,508,240,148,332,10
3,1325,139.3,20,624,120,201,428,10
4,2852,124.6,20,572,80,152,428,10
5,3683,118.2,80,424,200,134,344,10
6,772,116.0,0,512,40,236,378,10
7,4940,93.6,64,328,140,142,268,10
8,4907,92.8,40,336,120,146,292,10
9,4976,88.4,20,344,40,282,204,10
10,865,87.2,20,320,80,118,346,10
11,4343,85.2,28,356,40,158,288,10
12,4519,79.2,20,276,160,140,214,10
13,4932,79.0,48,328,40,124,262,10
14,4814,77.4,20,244,120,138,258,10
15,2959,77.1,0,348,0,203,232,10
16,5024,77.0,16,288,120,104,272,10
17,5288,76.3,40,264,40,159,272,10
18,4595,75.3,40,320,40,129,248,10
19,4525,74.9,0,284,120,139,216,10
20,4936,74.4,0,308,80,126,230,10
21,4992,72.6,0,216,240,86,208,10
22,216,72.1,24,312,40,119,244,10
23,4716,70.9,20,236,40,157,262,10
24,244,70.3,20,236,120,83,256,10
25,771,69.3,0,252,80,163,204,10
26,5426,69.1,28,208,60,171,248,10
27,4357,69.0,20,272,40,100,276,10
28,4618,68.1,0,276,60,113,238,10
29,5689,67.6,44,256,40,144,202,10
30,4938,67.3,20,244,80,97,256,10
31,4903,66.9,28,220,80,145,208,10
32,4921,66.4,40,236,80,130,218,10
33,4617,64.5,60,248,40,83,218,10
34,1285,64.4,20,300,0,110,238,10
35,3598,62.7,20,184,160,115,166,10
36,3571,62.6,20,164,140,112,214,10
37,3181,61.1,0,268,0,141,214,10
38,3756,60.8,0,200,40,174,206,10
39,4923,60.5,20,260,40,83,230,10
40,5033,59.1,28,236,40,109,214,10
41,288,59.0,0,204,120,84,200,10
42,5589,57.9,0,180,120,101,190,10
43,3175,56.2,0,168,100,134,190,10
44,3739,51.8,0,176,40,118,190,10
45,5483,51.7,20,176,100,79,160,10
46,5039,50.3,20,172,80,77,196,10
47,4920,45.5,20,152,40,89,194,10
48,5408,44.4,0,64,40,178,168,10
