Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1538,92.16,0,472,80,220,340,12
2,60,81.41,8,456,80,133,306,12
3,4183,65.16,0,244,120,180,250,12
4,3944,64.5,0,316,80,128,262,12
5,1492,64.41,0,176,240,151,212,12
6,2478,58.83,12,216,160,134,190,12
7,498,58.0,0,184,200,108,216,12
8,3158,57.41,8,132,120,267,174,12
9,1165,56.16,4,140,80,274,182,12
10,1290,55.66,0,200,80,180,220,12
11,2486,54.58,4,156,200,121,192,12
12,3853,53.58,0,132,120,209,194,12
13,1700,53.41,8,180,160,123,176,12
14,3021,52.33,0,136,160,186,146,12
15,2662,51.91,0,140,160,181,154,12
16,3019,51.5,8,148,200,128,146,12
17,5475,50.83,12,220,80,140,176,12
18,2647,50.83,12,228,40,162,186,12
19,4160,50.58,0,128,180,105,200,12
20,2375,49.75,4,96,180,143,192,12
21,842,49.66,0,144,120,126,230,12
22,3133,49.16,0,152,200,116,158,12
23,1828,48.66,8,176,80,132,206,12
24,698,48.5,0,176,120,130,174,12
25,5539,48.33,8,184,40,192,168,12
26,3785,47.5,4,172,80,112,220,12
27,996,47.08,0,144,80,191,150,12
28,1011,46.25,0,132,120,115,206,12
29,5465,45.0,0,104,120,170,158,12
30,2403,44.91,8,140,160,87,162,12
31,4146,44.5,0,96,140,156,172,12
32,1633,42.75,0,180,20,171,166,12
33,4496,41.25,12,116,80,141,170,12
34,3048,40.5,4,128,80,142,138,12
35,5207,38.5,0,136,100,80,158,12
36,2840,37.08,0,128,80,91,152,12
37,4018,36.5,0,132,40,140,138,12
38,4841,36.16,0,112,80,116,132,12
39,3187,36.0,0,80,120,74,164,12
40,4111,31.5,8,84,40,128,124,12
41,2449,28.33,8,120,20,92,124,12
