Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,148,136.83,212,720,80,80,556,12
2,987,125.75,60,724,160,105,478,12
3,60,108.16,24,584,40,208,466,12
4,3309,92.5,188,424,0,198,306,12
5,1251,84.75,40,340,240,131,266,12
6,1828,82.08,8,320,200,221,254,12
7,5199,79.58,48,276,200,169,268,12
8,4501,78.16,20,264,160,274,232,12
9,842,74.08,108,240,80,215,258,12
10,3009,71.66,20,260,160,180,252,12
11,4141,71.0,92,320,40,156,256,12
12,991,70.91,40,280,80,190,266,12
13,5451,70.33,30,312,80,136,292,12
14,3245,69.91,8,280,160,187,222,12
15,3473,69.91,28,320,80,167,262,12
16,687,69.66,40,256,80,200,266,12
17,2034,69.25,60,252,40,237,266,12
18,4322,68.83,40,276,40,218,258,12
19,3495,68.66,26,244,40,294,238,12
20,3577,67.08,20,236,200,141,226,12
21,5429,66.33,26,240,80,238,212,12
22,1160,66.16,24,208,80,188,306,12
23,3019,65.66,46,244,80,198,226,12
24,2478,63.83,20,268,120,161,214,12
25,812,63.41,0,260,40,221,258,12
26,1661,62.5,20,276,40,182,232,12
27,597,62.5,20,224,40,196,270,12
28,3011,61.83,40,208,40,172,294,12
29,5445,60.75,40,252,80,149,220,12
30,2984,59.25,20,168,40,279,222,12
31,5480,59.16,32,236,40,166,242,12
32,5463,57.91,20,180,160,145,214,12
33,341,57.83,0,204,80,148,268,12
34,4800,55.75,32,156,80,153,248,12
35,5306,55.16,28,172,120,152,202,12
36,4792,54.16,20,208,160,99,192,12
37,5134,52.16,20,156,80,192,184,12
38,4415,48.41,20,156,80,193,156,12
39,988,46.25,0,100,120,175,172,12
40,5049,41.5,20,168,40,149,132,12
41,5012,39.58,20,120,40,145,174,12
42,585,36.83,64,132,40,75,142,12
