Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,330,93.55,64,420,60,66,250,9
2,973,83.66,10,340,40,141,234,9
3,4201,79.0,0,284,40,135,264,9
4,1197,75.88,0,348,0,85,256,9
5,2637,75.11,16,316,40,78,238,9
6,3328,61.44,8,196,40,159,162,9
7,3512,58.55,8,196,80,91,158,9
8,294,58.44,0,180,40,140,172,9
9,5124,56.66,0,152,20,122,222,9
10,696,56.55,4,152,60,75,230,9
11,4276,55.11,0,180,40,106,180,9
12,3309,53.0,0,192,0,147,144,9
13,597,52.66,0,144,40,134,156,9
14,5285,52.22,8,204,40,82,146,9
15,5102,51.55,8,124,80,102,174,9
16,1661,51.0,8,140,80,125,120,9
17,3759,49.66,4,104,80,109,150,9
18,1160,49.55,4,120,80,94,148,9
19,3882,48.22,0,148,0,92,206,9
20,980,47.77,12,132,0,166,150,9
21,2443,47.77,0,176,0,90,188,9
22,4415,47.55,8,192,0,128,130,9
23,207,47.22,6,120,40,65,218,9
24,2839,47.22,0,152,0,113,160,9
25,589,46.66,0,68,40,130,200,9
26,1388,46.55,0,144,80,77,118,9
27,691,46.33,8,176,40,87,114,9
28,5634,46.33,0,148,20,111,138,9
29,1717,45.88,0,188,40,15,170,9
30,5669,45.44,0,120,0,139,168,9
31,3752,44.44,18,156,40,80,130,9
32,4619,42.88,12,140,40,88,124,9
33,2404,40.77,8,128,40,77,132,9
34,2439,40.77,8,120,0,65,180,9
35,3863,40.44,0,92,120,70,88,9
36,4079,40.33,0,100,40,91,144,9
37,2576,40.0,0,80,40,80,184,9
38,5647,40.0,0,112,0,106,148,9
39,1515,39.66,8,156,0,91,126,9
40,4574,38.44,0,76,0,106,170,9
41,5512,36.22,0,48,80,76,134,9
42,1452,36.11,12,80,0,135,104,9
43,606,36.0,0,92,0,136,96,9
44,5513,35.66,0,84,0,77,178,9
45,4322,35.55,0,64,40,120,108,9
46,1148,35.55,8,120,0,78,150,9
47,4913,35.44,12,40,80,107,86,9
48,5432,33.77,0,100,0,116,106,9
49,5089,33.66,4,92,0,125,100,9
50,848,33.22,16,76,20,87,100,9
51,995,32.33,0,68,0,103,138,9
52,687,30.88,4,72,40,90,78,9
53,4019,29.11,0,92,0,100,88,9
54,5540,29.11,0,48,0,112,114,9
55,5510,28.88,0,88,0,76,120,9
56,5521,27.88,4,52,0,119,94,9
57,4964,27.55,0,64,0,68,122,9
58,1438,26.88,0,72,0,88,106,9
59,599,26.55,4,48,40,79,74,9
60,5100,26.44,0,64,0,116,100,9
61,968,25.88,0,72,0,71,108,9
62,867,25.55,0,68,0,48,126,9
63,4501,25.22,0,68,0,99,90,9
64,1138,22.22,8,60,20,64,72,9
65,702,22.11,4,20,0,87,94,9
66,4,19.33,0,16,40,54,82,9
