Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,379,115.33,0,504,40,148,346,9
2,4269,102.77,8,384,80,217,236,9
3,5413,101.66,20,404,80,147,264,9
4,48,95.44,20,376,80,115,274,9
5,4145,90.55,0,292,160,115,254,9
6,4085,89.55,24,264,200,108,210,9
7,1592,86.55,100,312,80,39,266,9
8,3260,83.44,0,284,120,131,216,9
9,2655,76.77,0,196,160,135,200,9
10,3814,76.22,20,288,40,134,204,9
11,910,73.77,20,216,80,210,144,9
12,1987,72.88,0,160,80,74,354,9
13,3511,72.11,20,256,40,109,224,9
14,930,70.22,0,192,40,164,248,9
15,156,69.66,12,184,80,127,224,9
16,695,68.66,4,140,160,92,234,9
17,3010,68.55,4,176,160,91,192,9
18,694,68.0,0,212,40,146,214,9
19,120,67.0,6,208,40,91,264,9
20,2252,65.33,112,200,40,60,194,9
21,4991,62.33,20,112,240,49,140,9
22,4121,62.22,0,216,40,96,214,9
23,639,59.55,4,184,0,186,162,9
24,2051,59.22,0,204,40,61,228,9
25,4780,59.0,0,156,120,75,192,9
26,2010,58.55,0,112,120,79,216,9
27,451,57.22,0,188,80,95,170,9
28,2399,57.11,24,168,80,88,160,9
29,63,55.0,4,56,120,79,236,9
30,2603,54.55,20,120,80,93,178,9
31,1787,54.11,0,148,80,99,166,9
32,2641,54.11,28,176,0,119,164,9
33,306,52.55,0,156,40,107,170,9
34,4611,52.11,0,80,200,109,92,9
35,1317,51.55,26,152,40,78,204,9
36,1308,49.88,40,136,40,95,150,9
37,677,49.66,26,112,80,91,144,9
38,5418,48.66,0,116,120,56,152,9
39,4601,48.44,20,84,80,54,204,9
40,1590,47.44,6,112,40,51,224,9
41,1708,47.33,6,88,40,134,158,9
42,5249,46.77,24,116,40,89,152,9
43,3591,46.66,6,108,40,120,152,9
44,2172,45.11,4,116,80,98,120,9
45,5146,44.77,20,132,40,89,128,9
46,4119,44.33,0,104,80,97,130,9
47,3504,43.55,4,104,80,74,148,9
48,5667,42.44,26,64,80,78,152,9
49,291,39.55,0,92,40,116,108,9
50,4165,38.66,0,80,40,78,150,9
51,3356,37.88,4,76,40,85,136,9
52,4940,36.55,20,100,0,83,138,9
53,1248,36.0,0,100,0,80,150,9
54,3193,35.66,6,120,40,65,114,9
55,5077,32.22,0,100,0,90,112,9
56,3484,31.11,24,76,0,70,110,9
