Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,2338,144.7,0,680,160,155,464,10
2,1756,131.4,166,616,120,40,390,10
3,4143,124.1,28,536,140,217,320,10
4,2194,120.7,20,480,180,169,364,10
5,2062,112.8,6,516,120,118,368,10
6,4655,110.1,0,468,120,173,340,10
7,1625,108.3,0,476,120,151,336,10
8,16,105.6,20,496,0,202,344,10
9,2451,104.3,0,428,120,207,300,10
10,3135,98.2,28,368,240,104,254,10
11,1781,94.6,20,400,120,114,292,10
12,2077,85.0,20,428,0,50,364,10
13,3067,83.5,6,432,0,97,306,10
14,1675,82.2,4,412,40,118,248,10
15,3390,81.4,0,340,120,110,244,10
16,111,81.3,0,372,60,101,310,10
17,2830,80.7,0,348,120,117,240,10
18,4212,80.1,0,260,220,111,210,10
19,3061,79.1,0,308,160,83,246,10
20,2358,75.9,20,324,80,105,236,10
21,2039,75.0,8,352,40,98,288,10
22,4676,72.7,20,216,200,99,210,10
23,2630,72.6,0,328,120,98,216,10
24,4096,72.2,0,380,0,94,254,10
25,2506,69.8,20,272,120,90,226,10
26,5125,69.5,24,304,40,83,256,10
27,1739,69.4,0,224,140,96,246,10
28,2022,68.1,48,284,80,83,216,10
29,4979,68.0,0,264,120,110,204,10
30,2781,66.2,16,264,80,100,208,10
31,2709,65.4,20,272,80,80,214,10
32,648,64.9,0,232,120,139,182,10
33,3695,64.5,0,276,40,133,230,10
34,101,63.2,20,216,120,74,214,10
35,1736,63.2,0,196,80,150,232,10
36,3352,61.1,24,220,80,99,212,10
37,3177,59.0,0,252,80,86,190,10
38,3488,58.8,0,188,120,70,234,10
39,171,58.5,0,244,40,93,214,10
40,2151,57.1,14,164,160,41,216,10
41,5350,57.1,0,200,120,83,188,10
42,4787,54.1,0,248,20,125,184,10
43,1850,51.2,20,180,80,88,180,10
44,4292,51.1,26,196,80,55,166,10
45,4296,50.8,0,204,80,76,168,10
46,2115,49.9,6,240,40,47,196,10
47,4302,47.6,0,188,80,98,144,10
48,2704,47.1,20,188,40,65,182,10
49,4645,44.0,0,180,40,50,182,10
50,4241,43.5,0,144,80,69,166,10
51,3110,42.2,0,160,40,80,158,10
52,2136,41.6,0,164,40,42,170,10
53,4702,39.6,20,164,0,76,148,10
