Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,4678,114.63,102,484,160,173,348,11
2,1310,112.54,100,404,240,176,336,11
3,4001,109.45,0,548,100,188,368,11
4,4917,96.18,20,372,120,208,344,11
5,188,94.9,20,460,80,138,358,11
6,1305,94.36,20,428,140,194,268,11
7,2200,85.54,26,376,120,143,282,11
8,2386,85.36,14,332,120,219,260,11
9,4914,81.72,26,308,180,157,258,11
10,4525,80.9,0,320,160,186,236,11
11,772,80.36,0,372,80,162,282,11
12,4476,73.63,0,304,160,152,206,11
13,1334,73.27,20,240,160,162,236,11
14,5672,73.18,20,312,80,137,268,11
15,4069,72.72,20,268,100,140,296,11
16,4946,70.18,8,296,60,186,246,11
17,2185,69.45,26,236,180,148,210,11
18,4992,66.72,20,228,120,188,208,11
19,781,65.72,20,288,80,103,238,11
20,5035,64.0,8,228,100,140,240,11
21,2013,61.09,0,172,80,258,168,11
22,2609,61.09,0,316,0,130,238,11
23,4902,59.45,10,236,80,148,192,11
24,5164,58.09,20,248,40,127,216,11
25,2994,57.18,0,196,80,213,170,11
26,5157,56.18,0,152,180,130,168,11
27,3710,55.45,0,216,80,156,170,11
28,4152,54.18,20,176,120,130,186,11
29,4968,53.81,20,204,80,148,182,11
30,4976,52.9,0,196,40,188,164,11
31,3571,51.0,20,172,80,125,170,11
32,4951,50.63,0,192,20,117,240,11
33,3543,48.9,10,176,40,130,194,11
34,5191,45.63,0,176,60,108,194,11
35,5324,44.63,0,172,40,125,166,11
36,5409,43.72,0,180,40,119,172,11
