Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1619,131.9,0,548,240,165,396,10
2,1730,125.1,160,444,160,183,334,10
3,3200,119.0,36,372,360,162,266,10
4,1339,104.2,40,284,240,246,238,10
5,801,102.6,28,400,160,182,274,10
6,3239,96.2,0,340,160,192,276,10
7,3288,89.5,8,300,160,205,228,10
8,1723,89.4,12,284,80,330,194,10
9,662,87.8,34,272,200,144,234,10
10,4499,85.2,0,268,200,166,224,10
11,1410,84.2,4,212,120,264,248,10
12,2996,83.0,42,272,200,150,184,10
13,698,83.0,8,324,120,164,220,10
14,1011,79.0,20,264,80,178,254,10
15,5489,77.3,20,252,160,91,262,10
16,4418,75.7,0,252,160,187,182,10
17,2874,75.4,20,284,40,178,256,10
18,4293,74.1,0,164,200,175,202,10
19,2240,72.2,0,268,120,150,214,10
20,1303,72.1,0,240,120,195,184,10
21,1157,70.4,4,172,120,194,220,10
22,1138,70.2,0,288,40,128,246,10
23,2972,69.6,4,188,160,144,224,10
24,1583,68.9,24,144,240,125,186,10
25,3648,67.0,10,164,200,152,180,10
26,4388,66.7,10,192,120,159,198,10
27,1799,66.5,10,156,160,155,202,10
28,1332,66.0,10,144,200,126,192,10
29,4550,65.9,4,216,40,151,258,10
30,3354,65.7,16,140,200,121,186,10
31,2261,65.5,0,172,200,131,152,10
32,1977,65.5,20,168,120,157,196,10
33,4593,65.2,20,192,80,214,164,10
34,5318,64.8,24,156,80,166,228,10
35,5657,64.2,40,72,200,226,128,10
36,4068,64.0,10,136,120,186,212,10
37,4206,63.9,8,196,120,145,194,10
38,4944,63.0,20,160,160,142,154,10
39,2036,61.1,0,144,80,285,150,10
40,2945,60.9,34,136,160,169,134,10
41,3807,60.5,0,116,160,235,118,10
42,2083,57.8,0,164,160,158,114,10
43,5493,57.4,24,160,160,164,120,10
44,1245,57.3,20,128,160,151,144,10
45,4386,56.6,0,144,160,124,156,10
46,5485,55.0,0,136,120,178,140,10
47,3729,53.7,0,180,40,143,186,10
48,159,48.0,4,100,160,110,124,10
49,1584,44.2,4,196,0,146,130,10
50,2259,38.4,4,48,120,132,86,10
51,5763,37.9,0,92,120,107,118,10
