Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,118,172.55,160,612,280,175,350,9
2,701,135.77,0,472,200,208,342,9
3,624,135.33,160,408,160,168,328,9
4,4587,119.0,20,416,160,103,372,9
5,3735,103.88,0,376,160,151,266,9
6,2587,103.11,20,348,160,158,254,9
7,2881,98.22,20,372,120,90,288,9
8,231,95.11,0,316,120,148,284,9
9,3335,93.33,20,284,200,130,218,9
10,3612,90.11,0,288,200,135,200,9
11,3556,85.88,20,260,120,129,250,9
12,1255,84.22,44,184,80,244,206,9
13,3478,83.66,0,324,40,141,254,9
14,4639,82.77,0,276,160,135,198,9
15,5415,81.22,0,188,120,245,178,9
16,2582,79.66,0,248,160,129,186,9
17,3103,79.33,0,172,240,124,178,9
18,3997,78.0,20,236,120,98,228,9
19,457,77.33,20,228,160,114,180,9
20,5261,76.22,40,204,160,106,194,9
21,1642,75.88,20,220,120,139,196,9
22,4155,74.88,24,168,240,104,162,9
23,4076,74.11,0,180,240,101,162,9
24,57,71.88,0,188,160,107,204,9
25,5503,71.77,40,208,160,88,162,9
26,2882,68.88,20,272,0,150,202,9
27,3961,67.0,20,200,120,71,196,9
28,5469,66.11,20,212,120,89,174,9
29,5416,66.11,40,184,40,179,158,9
30,3028,65.66,20,216,80,105,182,9
31,5427,65.33,0,192,160,70,174,9
32,3999,64.66,0,224,80,68,216,9
33,2966,63.11,20,208,80,128,156,9
34,4328,62.88,20,180,120,98,160,9
35,3593,62.77,20,176,40,161,180,9
36,3741,62.55,24,208,40,113,190,9
37,2817,61.88,20,216,40,139,166,9
38,1477,59.77,0,116,160,148,126,9
39,4295,59.33,20,196,80,88,168,9
40,2585,58.77,20,172,120,81,148,9
41,4610,57.77,20,196,80,78,146,9
42,5572,57.11,0,156,80,90,188,9
43,4731,56.55,0,116,120,125,178,9
44,3834,54.88,0,120,120,136,118,9
45,3991,52.22,20,160,80,100,132,9
46,441,52.0,0,100,80,154,134,9
47,5566,51.55,0,76,160,106,122,9
48,4589,50.66,0,120,80,110,164,9
49,2333,49.33,0,140,80,106,160,9
50,3516,48.88,20,64,120,138,104,9
51,5414,43.66,0,96,120,67,122,9
52,4721,40.0,0,132,40,76,120,9
53,3728,38.55,0,84,120,59,108,9
54,5070,37.88,0,108,40,61,132,9
55,3016,37.33,0,132,40,68,132,9
