Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1114,183.46,220,1032,120,391,658,13
2,2056,174.46,140,836,480,256,586,13
3,5406,135.69,40,676,400,184,470,13
4,1676,125.53,40,712,240,170,470,13
5,3683,113.76,40,644,200,183,448,13
6,4678,105.53,226,412,240,128,396,13
7,4039,105.07,20,492,240,152,498,13
8,4917,105.0,46,532,240,147,442,13
9,1285,99.15,40,432,280,127,446,13
10,4618,93.76,44,360,280,151,414,13
11,1305,86.53,40,472,160,201,300,13
12,4308,83.69,20,428,200,114,392,13
13,244,83.38,60,400,160,156,338,13
14,2935,83.3,40,328,240,131,404,13
15,4617,82.3,26,396,240,124,320,13
16,865,78.92,64,312,120,162,386,13
17,3161,78.07,80,380,240,103,314,13
18,329,77.76,40,344,240,129,312,13
19,1241,76.84,40,348,80,125,448,13
20,288,76.76,40,324,240,141,280,13
21,4907,74.69,20,308,160,115,392,13
22,2702,74.07,0,300,320,91,306,13
23,4939,72.46,40,360,200,140,250,13
24,4083,70.69,0,260,280,125,266,13
25,4807,66.92,40,244,240,82,270,13
26,5158,63.46,40,224,240,139,248,13
27,4943,63.07,44,228,160,166,282,13
28,1334,63.0,20,208,200,101,308,13
29,5719,59.76,60,268,80,119,298,13
30,216,53.38,20,196,200,97,232,13
