2004pit_0,Regional Chairman’s Award,frc272,
2004pit_1,Regional Winner,frc5,
2004pit_1,Regional Winner,frc1030,
2004pit_1,Regional Winner,frc398,
2004pit_10,Rookie All Star Award,frc1243,
2004pit_13,Judges Award Friday,frc1168,
2004pit_13,Judges Award Friday,frc1008,
2004pit_14,Highest Rookie Seed Award,frc1243,
2004pit_15,Rookie Inspiration Award,frc1470,
2004pit_16,General Motors Industrial Design Award,frc486,
2004pit_17,Motorola Quality Award,frc48,
2004pit_19,Johnson & Johnson Sportsmanship Award,frc379,
2004pit_2,Regional Finalist,frc211,
2004pit_2,Regional Finalist,frc1114,
2004pit_2,Regional Finalist,frc578,
2004pit_20,Xerox Creativity Award,frc211,
2004pit_22,Kleiner Perkins Caufield & Byers Entrepreneurship,frc379,
2004pit_26,"Delphi ""Driving Tomorrow's Technology"" Award",frc808,
2004pit_27,Imagery Award,frc272,
2004pit_3,Regional Woodie Flowers Award,frc272,Frank Larkin
2004pit_30,DaimlerChrysler Team Spirit Award,frc301,
2004pit_31,Website Design Award,frc188,
2004pit_32,Autodesk Visualization Award - Regional,frc117,
2004pit_38,Leadership in Control Award,frc1114,
2004pit_5,Outstanding Volunteer Award,,Patricia Rote
2004pit_9,Engineering Inspiration Award,frc1014,
