Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,359,118.33,0,612,120,234,454,12
2,3132,112.0,146,536,120,136,430,12
3,368,107.75,86,524,120,153,416,12
4,4158,105.16,40,528,120,218,386,12
5,2443,104.83,0,532,120,220,398,12
6,3933,102.25,24,428,200,235,340,12
7,11,97.5,0,396,120,246,438,12
8,4253,92.75,20,492,40,209,400,12
9,2465,86.91,40,316,80,297,316,12
10,610,86.75,0,420,120,257,292,12
11,2438,85.0,20,384,160,174,300,12
12,3008,83.91,0,380,120,185,346,12
13,2439,83.5,28,376,80,206,324,12
14,3882,82.0,0,392,40,182,370,12
15,5749,80.0,20,312,160,192,300,12
16,2090,79.08,20,300,160,147,352,12
17,2853,78.25,20,320,80,273,264,12
18,2437,74.83,4,372,40,166,322,12
19,2348,73.83,26,296,80,202,300,12
20,2504,72.16,28,316,80,152,302,12
21,2477,69.91,40,296,80,197,268,12
22,4774,69.83,20,260,40,274,268,12
23,3721,67.91,0,296,80,185,290,12
24,2445,66.0,20,264,80,182,264,12
25,3881,64.08,0,248,120,167,258,12
26,5625,63.5,0,248,80,214,244,12
27,1378,59.16,30,276,40,104,296,12
28,2444,56.33,0,248,80,200,226,12
29,3800,55.91,6,312,0,118,268,12
30,3880,55.5,28,212,160,132,188,12
31,2896,54.91,0,252,80,133,218,12
32,2459,54.58,20,252,0,194,240,12
33,5701,53.91,40,264,40,123,252,12
34,5307,52.33,6,200,40,178,240,12
35,3878,52.25,0,240,40,129,248,12
36,1972,34.0,0,176,0,97,186,12
