Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1986,128.36,100,520,320,146,344,11
2,120,106.09,6,492,200,151,318,11
3,48,105.9,20,536,120,139,392,11
4,4085,102.45,38,344,260,149,348,11
5,233,96.45,140,324,260,83,266,11
6,4213,94.54,40,396,200,132,278,11
7,141,93.63,20,288,360,122,252,11
8,1559,92.9,8,304,280,148,330,11
9,706,90.36,8,412,200,92,300,11
10,4145,89.09,22,340,240,124,266,11
11,1985,84.63,4,348,200,129,286,11
12,3138,84.45,48,336,160,83,320,11
13,4467,84.36,0,332,200,132,282,11
14,3814,83.36,10,388,120,95,322,11
15,4521,82.18,20,340,200,114,248,11
16,1038,81.81,20,376,80,66,358,11
17,1014,80.81,6,308,180,145,256,11
18,3266,79.27,46,276,240,114,214,11
19,144,79.18,0,380,80,139,296,11
20,4028,78.81,0,332,120,59,362,11
21,3193,78.27,48,252,280,97,196,11
22,3000,76.27,26,280,200,117,234,11
23,5667,76.27,6,296,200,107,236,11
24,3777,76.27,34,272,160,123,250,11
25,2081,76.0,20,300,200,110,224,11
26,1764,74.0,8,232,240,130,222,11
27,4930,73.27,4,360,120,98,260,11
28,3692,73.27,0,332,120,120,252,11
29,537,73.18,24,276,140,117,278,11
30,620,72.9,0,264,240,82,222,11
31,1249,72.27,40,232,240,73,222,11
32,4935,72.27,0,232,240,115,226,11
33,533,70.36,0,216,200,96,268,11
34,4115,70.09,20,208,240,89,232,11
35,4575,69.54,8,188,200,73,302,11
36,337,69.54,0,284,200,69,230,11
37,4284,68.81,0,260,160,97,270,11
38,2665,65.18,40,196,220,47,220,11
39,554,65.18,44,260,120,63,230,11
40,4275,64.0,0,196,240,80,224,11
41,5644,63.72,0,236,120,117,228,11
42,5040,60.54,0,168,200,152,164,11
43,4371,59.63,0,220,120,84,250,11
44,4753,58.72,4,200,160,80,208,11
45,3324,54.63,6,160,160,71,216,11
46,2172,53.27,0,200,60,128,228,11
47,4283,53.0,20,192,80,87,222,11
