Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,234,168.0,162,808,280,362,578,13
2,135,159.3,100,784,360,273,584,13
3,5188,151.38,38,856,320,194,572,13
4,1501,149.84,8,744,420,218,558,13
5,71,142.53,40,624,480,159,550,13
6,1741,134.38,68,644,320,283,438,13
7,1720,131.53,26,648,240,298,522,13
8,1024,130.76,44,700,260,192,522,13
9,2867,130.53,60,612,360,237,434,13
10,829,130.23,44,656,280,203,546,13
11,5403,129.07,26,600,360,246,458,13
12,3947,128.46,40,572,360,204,494,13
13,447,128.3,38,532,400,264,440,13
14,5402,128.23,28,604,360,219,462,13
15,868,126.76,28,552,360,254,460,13
16,292,126.3,34,576,360,232,452,13
17,3494,125.53,50,608,280,224,488,13
18,4982,125.38,56,676,160,258,486,13
19,461,123.84,34,504,400,198,498,13
20,3940,122.46,38,512,320,252,476,13
21,1018,121.15,30,496,400,213,460,13
22,5484,119.38,8,508,380,200,468,13
23,1747,119.23,20,556,360,192,434,13
24,4485,118.92,24,532,380,190,444,13
25,3176,118.84,12,460,440,197,466,13
26,4272,118.61,32,476,420,186,428,13
27,3865,113.0,32,464,320,223,448,13
28,45,112.07,52,392,440,223,386,13
29,1529,104.15,8,456,320,182,424,13
30,1646,102.07,44,464,280,193,376,13
31,2197,97.23,26,288,400,210,352,13
