Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1523,102.7,0,436,80,193,330,10
2,2974,101.3,6,340,240,141,292,10
3,744,97.1,12,324,200,219,234,10
4,4451,96.7,0,392,140,151,320,10
5,2383,87.8,106,232,200,98,242,10
6,2556,87.5,20,312,160,101,288,10
7,1065,78.3,8,264,120,149,254,10
8,456,77.7,0,200,320,71,198,10
9,3646,77.1,0,268,120,165,242,10
10,3653,76.6,6,208,240,148,164,10
11,103,76.0,20,192,240,92,228,10
12,1649,74.4,36,72,360,100,184,10
13,1902,73.9,24,232,160,129,224,10
14,2425,73.8,0,196,260,122,178,10
15,5472,73.6,0,212,160,152,224,10
16,1876,73.2,24,144,220,148,208,10
17,4118,72.3,10,192,260,131,154,10
18,386,71.0,0,116,240,126,228,10
19,5753,70.3,0,172,200,225,136,10
20,1592,69.0,0,252,80,108,262,10
21,4471,68.9,4,200,160,133,198,10
22,1251,68.6,20,232,160,106,186,10
23,1369,68.0,4,164,240,64,214,10
24,846,67.8,20,216,120,142,192,10
25,86,67.3,4,192,240,101,184,10
26,3627,65.8,4,168,160,158,180,10
27,5283,61.6,12,152,200,92,184,10
28,116,60.4,4,184,200,56,190,10
29,5722,60.1,4,140,160,89,214,10
30,3242,59.9,4,96,160,175,176,10
31,3556,59.8,4,152,200,78,182,10
32,5196,59.5,8,104,240,115,140,10
33,21,57.9,12,128,160,101,184,10
34,5145,57.8,0,164,80,146,188,10
35,180,57.7,0,132,160,125,178,10
36,3164,56.6,14,112,240,80,132,10
37,4024,55.9,4,160,140,93,180,10
38,5628,55.3,0,112,160,103,190,10
39,4091,55.1,4,152,120,97,178,10
40,2905,53.3,0,168,120,83,174,10
41,1382,53.2,12,148,80,106,192,10
42,79,53.1,4,144,160,115,126,10
43,1557,53.1,16,116,100,159,140,10
44,2797,52.9,4,120,160,101,150,10
45,5276,51.8,24,88,160,158,118,10
46,3998,51.7,10,104,160,105,150,10
47,5616,51.6,4,104,200,84,138,10
48,801,51.5,0,96,160,73,186,10
49,945,49.7,24,148,120,89,122,10
50,4901,49.7,0,80,120,133,182,10
51,3932,49.0,4,196,40,92,164,10
52,4064,48.7,0,132,120,69,172,10
53,3659,48.6,6,76,120,110,192,10
54,4288,48.3,4,128,120,97,140,10
55,2916,47.1,0,128,80,93,170,10
56,3011,46.8,4,20,240,56,148,10
57,4769,46.3,4,104,120,117,124,10
58,4622,44.2,6,76,160,86,120,10
59,1872,43.3,0,76,160,89,120,10
60,2152,43.1,0,124,120,107,140,10
61,4352,43.0,4,80,160,90,122,10
62,4191,40.5,6,68,160,43,140,10
63,4065,39.1,0,92,120,67,118,10
64,5646,35.2,24,96,40,100,110,10
