Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1319,93.87,0,284,80,123,264,8
2,4188,90.37,0,232,80,231,186,8
3,2974,83.25,0,312,40,126,218,8
4,283,81.75,0,292,40,138,202,8
5,4189,81.12,0,124,240,165,126,8
6,4112,74.12,0,224,80,115,174,8
7,4468,68.87,0,132,40,173,206,8
8,1261,68.37,0,196,80,147,148,8
9,1414,68.0,0,72,200,184,106,8
10,3139,67.37,0,104,160,129,158,8
11,4509,65.75,0,112,200,58,168,8
12,4020,65.12,0,156,80,105,180,8
13,343,65.12,8,212,40,95,178,8
14,5608,62.25,0,164,80,124,136,8
15,108,61.25,0,144,0,142,204,8
16,5332,60.37,4,96,120,121,148,8
17,1746,59.5,0,188,40,82,172,8
18,2415,58.87,0,156,80,109,132,8
19,3318,58.75,0,132,80,126,144,8
20,3091,58.12,8,120,80,107,156,8
21,4026,58.0,8,164,40,104,160,8
22,832,57.75,0,136,80,90,174,8
23,5045,56.25,0,140,40,122,154,8
24,4013,55.25,0,168,40,78,174,8
25,5632,54.75,14,88,120,106,116,8
26,3653,54.5,0,160,40,76,160,8
27,1398,54.12,0,156,40,113,130,8
28,5336,52.25,0,120,80,80,144,8
29,4459,51.5,0,152,40,120,124,8
30,5074,51.37,0,84,160,103,82,8
31,5132,51.25,6,112,40,118,152,8
32,1683,50.87,4,116,40,109,138,8
33,4707,50.87,0,180,40,79,138,8
34,1648,49.5,0,64,80,62,202,8
35,5109,49.37,0,96,80,105,114,8
36,4092,48.37,0,96,80,87,136,8
37,5410,44.25,0,96,80,74,116,8
38,3410,44.25,0,84,40,120,116,8
39,5582,44.12,0,124,40,95,106,8
40,5717,43.87,0,64,120,81,110,8
41,5482,43.62,0,88,80,75,148,8
42,5293,43.12,0,84,40,123,98,8
43,4701,42.37,0,96,40,109,100,8
44,5651,41.62,0,100,40,79,120,8
45,5594,40.37,0,96,40,89,116,8
46,3694,40.25,4,48,40,134,102,8
47,2973,40.25,0,48,40,142,104,8
48,5405,38.87,0,80,0,109,134,8
49,4749,38.62,0,72,40,69,146,8
50,4195,38.5,0,84,40,90,112,8
51,5034,38.12,0,92,40,67,126,8
52,4148,37.87,0,64,80,101,70,8
53,4910,37.12,0,60,40,99,104,8
54,3815,36.75,0,72,80,82,90,8
55,5005,36.25,0,48,40,104,110,8
56,3976,34.62,0,40,80,83,92,8
57,3573,32.87,0,120,0,65,96,8
58,4080,32.37,0,92,0,63,118,8
59,5536,31.62,6,52,40,55,112,8
60,4149,31.62,0,32,40,95,88,8
61,1771,31.5,4,76,0,96,106,8
62,4924,30.25,0,52,0,84,118,8
63,3861,28.0,0,72,40,40,96,8
64,1127,26.25,4,48,0,66,116,8
65,3265,24.87,0,32,40,65,74,8
66,4193,23.25,4,32,0,74,88,8
