Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,525,117.77,0,500,100,144,328,9
2,2502,108.88,0,424,80,212,264,9
3,3007,96.55,8,272,240,153,208,9
4,4539,87.33,16,184,280,186,132,9
5,3299,86.11,0,328,80,143,230,9
6,2052,84.22,0,360,80,108,252,9
7,2181,70.44,0,228,80,144,194,9
8,167,69.77,0,244,80,90,220,9
9,2509,69.22,4,156,80,195,200,9
10,1816,68.88,0,232,140,114,188,9
11,3313,66.11,0,224,40,145,204,9
12,2987,65.33,0,112,160,188,140,9
13,3202,65.11,0,208,120,86,178,9
14,2705,63.88,0,164,120,145,164,9
15,2513,63.44,6,212,80,105,186,9
16,4198,60.11,4,212,120,103,138,9
17,2846,59.88,10,172,120,55,188,9
18,3839,57.66,0,176,120,99,148,9
19,3026,57.55,6,136,80,114,182,9
20,2232,55.55,0,200,80,92,176,9
21,2545,54.66,4,116,160,92,150,9
22,2823,53.33,0,144,120,68,148,9
23,2470,52.88,0,212,40,76,174,9
24,2498,52.44,4,152,0,104,212,9
25,4549,52.33,0,164,100,73,140,9
26,3082,52.22,0,152,100,84,134,9
27,3292,51.77,0,156,40,86,198,9
28,5516,51.44,0,136,80,81,166,9
29,3058,50.77,4,148,40,147,142,9
30,2500,50.55,6,128,80,87,154,9
31,4993,50.0,0,112,120,50,172,9
32,4536,50.0,0,104,80,92,198,9
33,3300,49.44,0,120,160,63,132,9
34,2227,48.88,0,128,120,70,128,9
35,3244,47.33,6,96,120,106,104,9
36,2480,46.22,0,132,100,40,174,9
37,3278,45.55,4,64,120,60,180,9
38,5434,45.22,4,160,40,53,162,9
39,2861,45.0,0,52,160,75,124,9
40,3454,44.33,0,108,120,111,108,9
41,2529,44.22,8,120,80,82,114,9
42,5515,43.55,0,108,80,82,158,9
43,2511,43.44,0,148,100,55,128,9
44,5271,42.66,4,108,80,62,154,9
45,2538,42.44,0,172,0,76,146,9
46,3081,41.77,0,136,40,84,136,9
47,5041,41.33,4,72,80,114,102,9
48,3630,40.11,0,92,80,99,100,9
49,2518,39.55,6,112,80,16,160,9
50,2855,39.55,0,96,80,94,98,9
51,3038,39.33,4,56,160,32,108,9
52,3745,38.88,8,96,40,74,132,9
53,4225,38.88,0,92,40,84,142,9
54,4360,38.55,0,88,80,71,126,9
55,2508,37.44,0,108,40,73,134,9
56,2879,36.22,8,108,40,68,126,9
57,3100,36.11,0,104,40,77,116,9
58,3407,33.33,0,68,40,82,110,9
59,4229,33.0,0,96,40,75,108,9
60,3184,31.0,4,40,120,55,66,9
61,5278,28.77,0,64,80,37,120,9
62,2515,28.22,0,36,80,64,78,9
63,2825,23.44,0,16,80,49,98,9
