Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1519,200.08,214,880,440,313,566,12
2,195,182.5,20,892,360,304,632,12
3,1768,176.0,40,828,440,294,510,12
4,3146,164.75,44,740,440,235,524,12
5,2170,157.58,30,784,280,257,552,12
6,175,157.0,104,724,320,270,508,12
7,2836,155.41,30,708,400,233,494,12
8,2877,150.41,38,616,480,239,444,12
9,501,149.33,10,700,400,254,434,12
10,999,147.58,80,624,400,259,450,12
11,88,147.25,46,608,480,239,394,12
12,2342,145.0,126,504,320,336,484,12
13,4564,144.33,26,676,320,298,448,12
14,2067,143.33,24,644,320,346,422,12
15,155,143.25,70,620,400,191,438,12
16,126,143.16,36,572,400,310,400,12
17,319,143.0,154,652,280,230,418,12
18,61,141.83,58,636,280,274,466,12
19,172,141.66,76,648,240,296,452,12
20,5122,141.41,40,656,320,237,456,12
21,3467,139.0,40,688,320,156,506,12
22,236,138.75,146,568,280,261,428,12
23,230,138.33,46,592,400,264,376,12
24,246,138.25,106,576,320,257,406,12
25,125,137.5,20,600,360,210,460,12
26,2168,136.66,28,560,280,364,426,12
27,4048,136.08,56,584,360,245,388,12
28,2064,135.58,64,476,400,237,450,12
29,558,135.16,54,616,360,264,370,12
30,58,134.33,24,588,400,208,428,12
31,3464,133.83,48,564,360,220,432,12
32,4055,132.83,66,460,440,234,394,12
33,2876,132.83,46,528,440,198,406,12
34,1124,132.33,52,620,320,188,426,12
35,173,132.16,70,552,320,252,392,12
36,5735,131.5,52,544,320,220,454,12
37,1058,130.75,0,540,400,193,442,12
38,237,128.91,60,496,440,231,326,12
39,133,128.41,32,544,400,213,364,12
40,885,127.41,10,564,400,163,392,12
41,4909,127.0,52,464,400,216,398,12
42,176,126.58,40,556,360,221,366,12
43,1735,125.58,64,500,320,229,418,12
44,1100,124.33,80,484,240,288,424,12
45,213,123.16,28,504,360,146,458,12
46,5687,121.83,16,536,280,240,390,12
47,166,121.25,50,504,280,279,360,12
48,1099,120.66,24,544,320,200,378,12
49,3930,120.5,20,468,400,168,396,12
50,811,119.66,36,520,280,214,416,12
51,95,118.33,26,548,320,190,342,12
52,1073,117.58,42,488,320,187,392,12
53,467,116.83,8,548,320,190,384,12
54,3718,116.41,72,484,200,257,408,12
55,663,116.0,8,448,320,238,384,12
56,178,115.16,68,448,280,206,398,12
57,4761,113.83,24,512,280,216,364,12
58,2648,112.33,52,464,280,280,290,12
59,4905,110.66,0,436,360,236,308,12
60,138,105.08,40,460,240,203,330,12
