Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,2834,81.41,0,320,200,205,276,12
2,1189,74.91,6,336,80,237,258,12
3,3098,63.75,20,328,0,167,268,12
4,573,62.41,20,292,0,167,282,12
5,4384,58.33,4,280,0,216,236,12
6,1701,58.0,0,260,40,184,242,12
7,4779,55.58,6,268,40,141,242,12
8,818,53.41,0,124,80,311,162,12
9,453,52.58,0,204,0,249,196,12
10,123,51.75,0,224,40,161,208,12
11,68,50.5,28,228,80,96,186,12
12,4961,49.91,0,208,0,183,232,12
13,2673,48.83,6,152,40,202,198,12
14,2851,47.33,0,148,40,186,200,12
15,1941,44.75,0,120,40,159,260,12
16,4851,44.66,0,156,80,170,160,12
17,3175,44.33,0,148,80,128,176,12
18,201,44.08,6,136,0,135,276,12
19,5478,42.83,6,136,40,178,178,12
20,2604,42.25,0,124,40,233,152,12
21,5225,40.58,4,136,40,135,178,12
22,2591,40.25,0,144,0,183,168,12
23,5068,39.83,0,108,40,170,166,12
24,5711,39.75,0,84,40,149,210,12
25,5532,39.5,12,188,0,153,162,12
26,3096,39.08,6,144,40,140,174,12
27,4380,38.75,4,84,80,151,158,12
28,4815,37.58,0,132,80,150,134,12
29,4810,35.5,0,108,40,136,154,12
30,4840,33.5,0,132,40,86,162,12
31,5239,32.66,4,112,0,134,190,12
32,3632,32.33,0,132,0,110,152,12
33,5073,32.33,0,96,0,164,146,12
34,5065,32.0,0,104,40,100,188,12
35,5214,32.0,8,124,0,127,158,12
36,4507,29.41,0,68,0,121,176,12
37,5555,28.33,0,76,0,132,162,12
38,3619,27.16,4,68,0,106,166,12
39,4811,24.75,0,68,40,124,124,12
40,3398,22.0,0,60,40,63,128,12
