Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,4719,88.75,0,340,120,319,286,12
2,2013,76.58,0,220,40,463,196,12
3,4334,75.83,4,164,160,332,250,12
4,2130,68.33,8,284,120,118,296,12
5,4627,68.0,0,116,120,350,236,12
6,5015,67.0,4,232,120,210,250,12
7,5742,64.5,4,184,120,278,206,12
8,1482,61.58,0,220,40,209,276,12
9,3562,59.83,8,164,120,174,258,12
10,4591,57.33,0,192,40,194,262,12
11,3145,56.16,8,164,40,230,238,12
12,5620,55.25,0,216,40,193,232,12
13,5630,55.0,0,224,0,238,204,12
14,5064,54.83,0,164,40,194,272,12
15,5725,52.25,0,156,80,197,200,12
16,4010,51.41,8,156,80,175,210,12
17,4497,50.83,0,140,80,222,198,12
18,1695,49.5,8,144,40,208,200,12
19,4633,48.58,4,120,120,177,162,12
20,5629,48.25,0,168,80,169,180,12
21,4733,48.0,0,120,40,228,206,12
22,4634,47.66,0,104,80,226,174,12
23,5615,47.25,0,152,80,145,214,12
24,5078,46.83,0,208,40,130,184,12
25,5118,45.5,0,152,40,156,204,12
26,5597,44.58,0,124,40,207,182,12
27,4604,43.33,0,148,0,234,138,12
28,5296,41.91,0,88,120,143,182,12
29,4625,41.5,4,80,40,186,194,12
30,3513,40.75,0,96,40,209,180,12
31,5117,39.33,0,108,40,164,184,12
