Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1690,113.55,0,488,40,186,314,9
2,329,108.66,166,252,240,82,238,9
3,3171,104.88,20,404,160,112,272,9
4,263,101.77,20,328,120,166,294,9
5,1156,90.22,4,348,120,108,238,9
6,5659,88.66,24,256,160,164,206,9
7,358,81.22,0,224,200,61,246,9
8,1468,79.44,20,204,160,101,236,9
9,3624,78.88,0,332,40,108,242,9
10,271,76.11,28,164,120,221,164,9
11,5099,73.33,20,288,40,146,178,9
12,4006,72.33,0,228,120,101,236,9
13,4458,67.33,20,204,80,138,170,9
14,2638,65.88,0,208,120,119,182,9
15,569,65.22,20,200,80,87,200,9
16,2601,65.22,4,196,80,127,192,9
17,287,63.66,6,176,120,111,178,9
18,1796,62.77,20,236,40,71,216,9
19,296,61.33,20,124,200,96,136,9
20,4122,61.0,4,136,200,69,158,9
21,3950,59.55,0,284,40,54,194,9
22,870,59.11,0,256,40,72,182,9
23,871,58.33,6,172,80,111,168,9
24,3137,57.33,4,172,120,86,152,9
25,884,57.22,0,172,80,141,128,9
26,1601,55.77,20,144,120,96,134,9
27,514,54.22,8,116,120,94,162,9
28,2875,54.22,20,124,40,168,148,9
29,28,52.44,0,140,80,104,160,9
30,527,51.77,8,184,80,60,170,9
31,334,51.33,0,84,160,58,172,9
32,2347,49.44,0,168,80,79,152,9
33,1803,48.22,24,152,40,74,172,9
34,352,48.0,4,188,40,60,168,9
35,1554,47.0,0,108,80,101,152,9
36,353,46.77,0,148,0,139,164,9
37,4567,46.22,0,140,80,76,132,9
38,5016,45.66,24,148,40,89,110,9
39,2487,44.0,0,104,120,78,106,9
40,1537,43.66,0,136,40,59,168,9
41,1751,43.55,0,104,120,56,124,9
42,564,42.11,0,152,40,89,120,9
43,5736,41.77,0,124,40,84,146,9
44,2872,41.33,0,160,40,70,126,9
45,601,41.11,0,76,80,54,160,9
46,2027,38.66,0,124,40,74,146,9
47,3460,38.66,0,124,40,92,134,9
48,496,38.33,0,108,80,33,160,9
49,2161,36.66,0,116,80,38,120,9
50,545,34.55,20,68,0,75,172,9
51,2869,30.55,4,100,40,65,108,9
