Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,1918,130.5,20,636,280,188,448,12
2,2137,121.08,16,612,200,183,442,12
3,4967,116.5,168,400,360,164,318,12
4,4003,114.08,244,332,360,157,288,12
5,107,113.66,220,400,240,174,354,12
6,2054,112.91,210,396,240,169,340,12
7,85,110.25,20,456,360,139,360,12
8,74,104.08,46,408,320,113,368,12
9,226,101.41,28,400,320,157,318,12
10,2075,100.08,70,384,320,79,354,12
11,1718,98.58,88,260,360,179,314,12
12,3572,92.58,64,372,280,145,274,12
13,904,92.33,54,316,400,88,280,12
14,2405,92.08,60,232,440,117,262,12
15,2771,91.41,60,264,320,139,326,12
16,3357,91.08,50,280,360,135,280,12
17,5470,90.08,68,336,280,125,278,12
18,3234,89.41,78,312,280,81,328,12
19,1502,87.0,40,240,280,212,296,12
20,4004,84.75,44,304,240,133,308,12
21,858,82.75,44,292,240,121,296,12
22,3546,81.91,96,320,240,81,264,12
23,4453,81.58,58,268,280,137,248,12
24,4956,80.75,34,276,280,81,298,12
25,5255,79.25,38,236,280,135,268,12
26,3603,79.08,40,240,240,123,318,12
27,5473,77.75,84,268,240,135,218,12
28,141,76.58,64,236,280,53,304,12
29,5316,75.83,44,256,200,176,270,12
30,5173,75.58,40,276,200,157,258,12
31,5559,73.0,44,244,240,104,280,12
32,5664,72.91,40,248,280,95,230,12
33,3458,72.33,32,204,360,96,194,12
34,4337,70.66,72,160,320,136,190,12
35,4995,70.0,76,220,200,86,270,12
36,5448,67.58,28,180,240,115,272,12
37,5574,67.5,46,212,240,116,226,12
38,4568,67.25,66,196,240,87,236,12
39,5162,64.33,26,160,160,194,262,12
40,247,62.41,32,168,280,109,202,12
