Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,330,134.16,136,724,120,236,406,12
2,1717,100.16,116,508,80,144,360,12
3,3512,98.91,20,548,80,181,382,12
4,4201,94.25,0,508,40,181,408,12
5,696,90.08,112,424,100,101,362,12
6,399,84.91,8,428,80,205,316,12
7,1458,80.5,14,348,80,194,336,12
8,1388,79.75,26,364,120,161,292,12
9,1266,78.08,12,348,160,161,262,12
10,1836,74.83,8,316,80,190,304,12
11,3501,72.58,32,260,160,169,262,12
12,589,72.33,32,272,80,200,284,12
13,1515,72.16,14,264,180,128,286,12
14,981,71.83,20,356,20,202,282,12
15,3027,71.5,40,336,80,140,280,12
16,3925,69.91,22,256,0,225,342,12
17,2429,69.83,14,244,80,164,342,12
18,599,68.41,20,316,60,151,292,12
19,3970,68.41,18,272,40,215,288,12
20,4711,67.25,20,252,40,227,286,12
21,5137,66.0,30,308,40,144,282,12
22,207,65.0,8,264,80,156,284,12
23,3953,64.91,8,268,80,181,266,12
24,3120,64.41,12,272,120,133,254,12
25,4,63.08,6,292,40,151,268,12
26,2339,61.5,40,268,80,148,214,12
27,4413,60.58,0,144,200,155,240,12
28,3863,59.83,50,276,40,138,232,12
29,5136,59.25,14,288,0,103,306,12
30,1759,59.0,20,236,120,126,212,12
31,5529,57.91,6,260,60,165,210,12
32,980,57.25,28,220,60,211,180,12
33,4619,57.16,10,244,40,186,218,12
34,691,57.08,16,220,80,169,206,12
35,2761,55.58,14,228,0,157,274,12
36,4276,55.16,26,228,40,152,222,12
37,1323,51.83,36,148,40,122,294,12
38,5678,49.41,18,176,80,151,198,12
39,1159,48.5,6,148,80,148,212,12
40,3993,45.83,0,172,40,164,192,12
41,4964,38.0,0,200,0,112,174,12
