Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,3824,132.1,4,580,160,191,398,10
2,3140,111.3,8,436,240,139,290,10
3,456,97.4,0,408,80,206,286,10
4,2614,91.3,0,424,120,97,290,10
5,3959,91.2,4,312,160,210,244,10
6,2783,87.6,8,316,120,204,234,10
7,5338,86.2,0,332,80,168,288,10
8,1466,82.1,0,300,120,227,180,10
9,3196,80.5,8,228,200,171,198,10
10,4265,77.5,0,272,200,105,228,10
11,4462,71.4,0,200,120,134,266,10
12,5492,70.9,8,300,40,99,268,10
13,3984,70.2,0,212,160,108,228,10
14,2393,68.2,0,248,120,100,226,10
15,4740,68.1,0,244,120,137,180,10
16,5571,67.5,0,276,120,125,178,10
17,3844,66.2,0,220,160,110,190,10
18,547,63.5,0,196,80,99,266,10
19,1002,62.0,0,220,80,160,172,10
20,2010,60.4,4,212,120,104,176,10
21,3201,59.9,8,136,160,77,230,10
22,3492,59.5,0,200,120,107,180,10
23,5423,59.1,4,184,120,129,172,10
24,4630,57.9,4,200,80,111,184,10
25,5508,56.9,0,204,80,109,188,10
26,4025,56.8,0,156,160,134,142,10
27,4264,56.7,0,192,120,97,158,10
28,4576,55.7,8,188,40,119,208,10
29,4452,54.3,0,180,80,107,182,10
30,4396,53.6,0,120,160,142,132,10
31,5691,52.4,0,200,120,94,134,10
32,3227,52.1,0,192,80,119,142,10
33,279,51.5,4,136,80,61,234,10
34,3783,50.5,0,176,40,111,190,10
35,5186,49.6,0,128,120,112,136,10
36,4504,49.0,0,180,0,144,166,10
37,3821,47.8,0,184,40,108,152,10
38,4306,47.6,0,176,80,94,142,10
39,3675,45.4,0,184,40,82,164,10
40,442,44.7,0,160,120,87,104,10
41,3319,43.5,4,108,80,113,136,10
42,4524,43.5,0,124,80,101,136,10
43,5744,42.8,8,172,40,95,136,10
44,1311,41.3,4,76,40,87,210,10
45,3843,40.4,0,84,80,80,160,10
46,281,40.4,8,152,40,52,164,10
47,3856,40.2,0,124,80,95,114,10
48,3259,38.3,0,100,40,129,114,10
49,4965,37.6,0,96,120,59,112,10
50,5002,33.4,0,96,0,110,140,10
51,3966,33.1,0,112,0,107,118,10
