Rank,Team,Qual Avg,Auto,Container,Coopertition,Litter,Tote,Played
1,2122,141.38,4,884,120,260,576,13
2,3309,135.84,180,684,240,250,442,13
3,3230,113.07,0,612,160,304,412,13
4,1492,79.38,24,336,200,196,288,13
5,4735,77.53,0,352,160,222,292,13
6,3785,75.38,0,348,100,196,348,13
7,1726,72.76,20,340,160,216,222,13
8,3577,71.61,20,344,120,167,292,13
9,2493,70.46,0,336,80,192,314,13
10,1290,68.53,20,280,200,161,236,13
11,1165,68.3,4,228,120,260,276,13
12,4146,67.76,0,256,80,205,346,13
13,3669,64.3,0,208,100,298,242,13
14,4841,64.0,0,280,80,210,262,13
15,4696,63.92,20,212,160,185,272,13
16,2375,63.61,20,224,100,213,276,13
17,3187,63.0,20,276,80,193,268,13
18,5200,60.84,20,260,100,209,208,13
19,4944,60.23,28,308,40,169,256,13
20,5075,59.3,20,228,80,197,262,13
21,991,58.23,20,200,120,181,272,13
22,4565,56.76,20,196,200,126,202,13
23,498,53.61,20,268,40,125,262,13
24,4985,49.76,20,236,40,147,222,13
25,5218,49.53,20,196,80,146,208,13
26,5101,47.38,0,220,60,156,204,13
27,3133,46.3,0,208,80,114,230,13
28,2403,45.53,24,192,80,76,226,13
29,4629,43.53,0,164,120,118,192,13
30,1212,43.38,20,116,160,82,202,13
31,3321,42.23,0,140,140,89,192,13
32,2844,41.84,0,152,40,196,162,13
33,4962,40.15,20,168,40,140,184,13
34,5059,33.53,0,160,40,98,168,13
